t,H,L,R
775.3000,6.2543,4.5771,0.3084
775.4000,6.2577,4.5593,0.3082
775.5000,6.2614,4.5416,0.3079
775.6000,6.2653,4.5240,0.3076
775.7000,6.2694,4.5064,0.3073
775.8000,6.2737,4.4890,0.3070
775.9000,6.2783,4.4716,0.3067
776.0000,6.2830,4.4543,0.3064
776.1000,6.2880,4.4371,0.3060
776.2000,6.2933,4.4200,0.3057
776.3000,6.2987,4.4030,0.3053
776.4000,6.3043,4.3861,0.3049
776.5000,6.3102,4.3692,0.3046
776.6000,6.3163,4.3525,0.3042
776.7000,6.3226,4.3358,0.3038
776.8000,6.3291,4.3193,0.3034
776.9000,6.3358,4.3028,0.3030
777.0000,6.3427,4.2864,0.3025
777.1000,6.3499,4.2702,0.3021
777.2000,6.3572,4.2540,0.3016
777.3000,6.3648,4.2379,0.3012
777.4000,6.3726,4.2219,0.3007
777.5000,6.3806,4.2060,0.3003
777.6000,6.3888,4.1902,0.2998
777.7000,6.3972,4.1745,0.2993
777.8000,6.4058,4.1589,0.2988
777.9000,6.4146,4.1433,0.2983
778.0000,6.4237,4.1279,0.2978
778.1000,6.4329,4.1126,0.2972
778.2000,6.4424,4.0973,0.2967
778.3000,6.4520,4.0822,0.2962
778.4000,6.4619,4.0672,0.2956
778.5000,6.4720,4.0522,0.2951
778.6000,6.4822,4.0374,0.2945
778.7000,6.4927,4.0226,0.2939
778.8000,6.5034,4.0080,0.2934
778.9000,6.5143,3.9934,0.2928
779.0000,6.5254,3.9790,0.2922
779.1000,6.5367,3.9646,0.2916
779.2000,6.5482,3.9504,0.2910
779.3000,6.5599,3.9362,0.2904
779.4000,6.5718,3.9221,0.2897
779.5000,6.5839,3.9082,0.2891
779.6000,6.5962,3.8943,0.2885
779.7000,6.6087,3.8805,0.2878
779.8000,6.6214,3.8669,0.2872
779.9000,6.6344,3.8533,0.2865
780.0000,6.6475,3.8398,0.2859
780.1000,6.6608,3.8264,0.2852
780.2000,6.6743,3.8132,0.2845
780.3000,6.6880,3.8000,0.2838
780.4000,6.7019,3.7869,0.2832
780.5000,6.7160,3.7740,0.2825
780.6000,6.7304,3.7611,0.2818
780.7000,6.7449,3.7483,0.2811
780.8000,6.7596,3.7356,0.2804
780.9000,6.7745,3.7230,0.2797
781.0000,6.7896,3.7106,0.2789
781.1000,6.8049,3.6982,0.2782
781.2000,6.8204,3.6859,0.2775
781.3000,6.8361,3.6737,0.2768
781.4000,6.8520,3.6616,0.2760
781.5000,6.8681,3.6497,0.2753
781.6000,6.8844,3.6378,0.2745
781.7000,6.9009,3.6260,0.2738
781.8000,6.9175,3.6143,0.2730
781.9000,6.9344,3.6027,0.2723
782.0000,6.9515,3.5912,0.2715
782.1000,6.9687,3.5798,0.2707
782.2000,6.9862,3.5686,0.2700
782.3000,7.0039,3.5574,0.2692
782.4000,7.0217,3.5463,0.2684
782.5000,7.0398,3.5353,0.2676
782.6000,7.0580,3.5244,0.2669
782.7000,7.0764,3.5136,0.2661
782.8000,7.0951,3.5029,0.2653
782.9000,7.1139,3.4923,0.2645
783.0000,7.1329,3.4818,0.2637
783.1000,7.1521,3.4715,0.2629
783.2000,7.1715,3.4612,0.2621
783.3000,7.1911,3.4510,0.2613
783.4000,7.2109,3.4409,0.2604
783.5000,7.2309,3.4309,0.2596
783.6000,7.2511,3.4210,0.2588
783.7000,7.2714,3.4112,0.2580
783.8000,7.2920,3.4015,0.2572
783.9000,7.3127,3.3919,0.2564
784.0000,7.3337,3.3824,0.2555
784.1000,7.3548,3.3730,0.2547
784.2000,7.3761,3.3637,0.2539
784.3000,7.3977,3.3545,0.2530
784.4000,7.4194,3.3454,0.2522
784.5000,7.4413,3.3364,0.2514
784.6000,7.4633,3.3275,0.2505
784.7000,7.4856,3.3187,0.2497
784.8000,7.5081,3.3099,0.2489
784.9000,7.5307,3.3013,0.2480
785.0000,7.5536,3.2928,0.2472
785.1000,7.5766,3.2844,0.2463
785.2000,7.5998,3.2761,0.2455
785.3000,7.6232,3.2679,0.2446
785.4000,7.6468,3.2598,0.2438
785.5000,7.6706,3.2517,0.2429
785.6000,7.6946,3.2438,0.2421
785.7000,7.7188,3.2360,0.2412
785.8000,7.7431,3.2283,0.2404
785.9000,7.7676,3.2207,0.2395
786.0000,7.7924,3.2131,0.2387
786.1000,7.8173,3.2057,0.2378
786.2000,7.8423,3.1984,0.2370
786.3000,7.8676,3.1911,0.2361
786.4000,7.8931,3.1840,0.2353
786.5000,7.9187,3.1770,0.2344
786.6000,7.9446,3.1700,0.2336
786.7000,7.9706,3.1632,0.2327
786.8000,7.9968,3.1565,0.2318
786.9000,8.0231,3.1498,0.2310
787.0000,8.0497,3.1433,0.2301
787.1000,8.0764,3.1368,0.2293
787.2000,8.1034,3.1305,0.2284
787.3000,8.1305,3.1242,0.2276
787.4000,8.1578,3.1181,0.2267
787.5000,8.1852,3.1121,0.2259
787.6000,8.2129,3.1061,0.2250
787.7000,8.2407,3.1003,0.2242
787.8000,8.2687,3.0945,0.2233
787.9000,8.2969,3.0888,0.2225
788.0000,8.3253,3.0833,0.2216
788.1000,8.3538,3.0778,0.2208
788.2000,8.3825,3.0725,0.2199
788.3000,8.4114,3.0672,0.2191
788.4000,8.4405,3.0621,0.2182
788.5000,8.4697,3.0570,0.2174
788.6000,8.4991,3.0520,0.2165
788.7000,8.5287,3.0472,0.2157
788.8000,8.5585,3.0424,0.2148
788.9000,8.5884,3.0378,0.2140
789.0000,8.6185,3.0332,0.2132
789.1000,8.6488,3.0287,0.2123
789.2000,8.6792,3.0244,0.2115
789.3000,8.7098,3.0201,0.2107
789.4000,8.7406,3.0159,0.2098
789.5000,8.7715,3.0119,0.2090
789.6000,8.8027,3.0079,0.2082
789.7000,8.8339,3.0040,0.2073
789.8000,8.8654,3.0003,0.2065
789.9000,8.8970,2.9966,0.2057
790.0000,8.9288,2.9930,0.2049
790.1000,8.9607,2.9896,0.2040
790.2000,8.9928,2.9862,0.2032
790.3000,9.0250,2.9830,0.2024
790.4000,9.0575,2.9798,0.2016
790.5000,9.0900,2.9767,0.2008
790.6000,9.1228,2.9738,0.2000
790.7000,9.1557,2.9709,0.1991
790.8000,9.1887,2.9682,0.1983
790.9000,9.2219,2.9655,0.1975
791.0000,9.2552,2.9630,0.1967
791.1000,9.2887,2.9605,0.1959
791.2000,9.3224,2.9582,0.1951
791.3000,9.3562,2.9559,0.1943
791.4000,9.3901,2.9538,0.1935
791.5000,9.4242,2.9518,0.1928
791.6000,9.4585,2.9498,0.1920
791.7000,9.4928,2.9480,0.1912
791.8000,9.5274,2.9463,0.1904
791.9000,9.5620,2.9447,0.1896
792.0000,9.5968,2.9431,0.1888
792.1000,9.6318,2.9417,0.1881
792.2000,9.6669,2.9404,0.1873
792.3000,9.7021,2.9392,0.1865
792.4000,9.7374,2.9381,0.1858
792.5000,9.7729,2.9371,0.1850
792.6000,9.8085,2.9363,0.1842
792.7000,9.8442,2.9355,0.1835
792.8000,9.8801,2.9348,0.1827
792.9000,9.9161,2.9342,0.1820
793.0000,9.9522,2.9338,0.1812
793.1000,9.9884,2.9334,0.1805
793.2000,10.0248,2.9332,0.1797
793.3000,10.0613,2.9330,0.1790
793.4000,10.0979,2.9330,0.1782
793.5000,10.1346,2.9331,0.1775
793.6000,10.1714,2.9333,0.1768
793.7000,10.2083,2.9336,0.1760
793.8000,10.2453,2.9340,0.1753
793.9000,10.2825,2.9345,0.1746
794.0000,10.3197,2.9351,0.1739
794.1000,10.3571,2.9359,0.1732
794.2000,10.3945,2.9367,0.1724
794.3000,10.4320,2.9377,0.1717
794.4000,10.4697,2.9388,0.1710
794.5000,10.5074,2.9399,0.1703
794.6000,10.5452,2.9412,0.1696
794.7000,10.5831,2.9426,0.1689
794.8000,10.6211,2.9442,0.1682
794.9000,10.6592,2.9458,0.1675
795.0000,10.6973,2.9476,0.1669
795.1000,10.7356,2.9494,0.1662
795.2000,10.7739,2.9514,0.1655
795.3000,10.8122,2.9535,0.1648
795.4000,10.8507,2.9557,0.1641
795.5000,10.8892,2.9581,0.1635
795.6000,10.9278,2.9605,0.1628
795.7000,10.9664,2.9631,0.1621
795.8000,11.0051,2.9657,0.1615
795.9000,11.0438,2.9685,0.1608
796.0000,11.0826,2.9715,0.1602
796.1000,11.1215,2.9745,0.1595
796.2000,11.1604,2.9777,0.1589
796.3000,11.1993,2.9809,0.1582
796.4000,11.2383,2.9843,0.1576
796.5000,11.2773,2.9879,0.1570
796.6000,11.3163,2.9915,0.1563
796.7000,11.3554,2.9953,0.1557
796.8000,11.3945,2.9992,0.1551
796.9000,11.4336,3.0032,0.1545
797.0000,11.4727,3.0073,0.1539
797.1000,11.5119,3.0116,0.1533
797.2000,11.5510,3.0160,0.1526
797.3000,11.5902,3.0205,0.1520
797.4000,11.6294,3.0251,0.1514
797.5000,11.6685,3.0299,0.1508
797.6000,11.7077,3.0348,0.1503
797.7000,11.7469,3.0398,0.1497
797.8000,11.7860,3.0449,0.1491
797.9000,11.8251,3.0502,0.1485
798.0000,11.8643,3.0556,0.1479
798.1000,11.9033,3.0611,0.1473
798.2000,11.9424,3.0668,0.1468
798.3000,11.9814,3.0726,0.1462
798.4000,12.0204,3.0785,0.1457
798.5000,12.0594,3.0846,0.1451
798.6000,12.0983,3.0908,0.1445
798.7000,12.1371,3.0971,0.1440
798.8000,12.1759,3.1036,0.1434
798.9000,12.2147,3.1102,0.1429
799.0000,12.2533,3.1169,0.1424
799.1000,12.2919,3.1238,0.1418
799.2000,12.3305,3.1308,0.1413
799.3000,12.3689,3.1379,0.1408
799.4000,12.4073,3.1452,0.1402
799.5000,12.4456,3.1526,0.1397
799.6000,12.4838,3.1602,0.1392
799.7000,12.5219,3.1679,0.1387
799.8000,12.5599,3.1757,0.1382
799.9000,12.5977,3.1837,0.1377
800.0000,12.6355,3.1918,0.1372
800.1000,12.6732,3.2001,0.1367
800.2000,12.7107,3.2085,0.1362
800.3000,12.7481,3.2171,0.1357
800.4000,12.7854,3.2257,0.1352
800.5000,12.8225,3.2346,0.1348
800.6000,12.8595,3.2436,0.1343
800.7000,12.8963,3.2527,0.1338
800.8000,12.9330,3.2620,0.1334
800.9000,12.9695,3.2714,0.1329
801.0000,13.0058,3.2810,0.1324
801.1000,13.0420,3.2907,0.1320
801.2000,13.0780,3.3006,0.1315
801.3000,13.1138,3.3106,0.1311
801.4000,13.1494,3.3207,0.1307
801.5000,13.1848,3.3311,0.1302
801.6000,13.2200,3.3415,0.1298
801.7000,13.2550,3.3521,0.1294
801.8000,13.2898,3.3629,0.1289
801.9000,13.3244,3.3738,0.1285
802.0000,13.3587,3.3849,0.1281
802.1000,13.3928,3.3961,0.1277
802.2000,13.4267,3.4075,0.1273
802.3000,13.4603,3.4191,0.1269
802.4000,13.4937,3.4308,0.1265
802.5000,13.5268,3.4426,0.1261
802.6000,13.5597,3.4546,0.1257
802.7000,13.5923,3.4668,0.1253
802.8000,13.6246,3.4791,0.1249
802.9000,13.6566,3.4915,0.1245
803.0000,13.6883,3.5042,0.1242
803.1000,13.7198,3.5170,0.1238
803.2000,13.7509,3.5299,0.1234
803.3000,13.7817,3.5430,0.1231
803.4000,13.8122,3.5563,0.1227
803.5000,13.8424,3.5697,0.1224
803.6000,13.8722,3.5833,0.1220
803.7000,13.9018,3.5970,0.1217
803.8000,13.9309,3.6109,0.1213
803.9000,13.9597,3.6249,0.1210
804.0000,13.9882,3.6392,0.1207
804.1000,14.0163,3.6535,0.1203
804.2000,14.0441,3.6681,0.1200
804.3000,14.0714,3.6828,0.1197
804.4000,14.0984,3.6976,0.1194
804.5000,14.1250,3.7126,0.1191
804.6000,14.1512,3.7278,0.1188
804.7000,14.1770,3.7431,0.1185
804.8000,14.2024,3.7586,0.1182
804.9000,14.2273,3.7743,0.1179
805.0000,14.2519,3.7901,0.1176
805.1000,14.2760,3.8061,0.1173
805.2000,14.2997,3.8222,0.1170
805.3000,14.3229,3.8385,0.1168
805.4000,14.3457,3.8549,0.1165
805.5000,14.3680,3.8715,0.1162
805.6000,14.3899,3.8883,0.1160
805.7000,14.4113,3.9052,0.1157
805.8000,14.4322,3.9223,0.1155
805.9000,14.4527,3.9395,0.1152
806.0000,14.4727,3.9569,0.1150
806.1000,14.4921,3.9745,0.1147
806.2000,14.5111,3.9922,0.1145
806.3000,14.5296,4.0100,0.1143
806.4000,14.5475,4.0281,0.1141
806.5000,14.5650,4.0462,0.1138
806.6000,14.5819,4.0645,0.1136
806.7000,14.5983,4.0830,0.1134
806.8000,14.6141,4.1016,0.1132
806.9000,14.6294,4.1204,0.1130
807.0000,14.6442,4.1393,0.1128
807.1000,14.6584,4.1584,0.1126
807.2000,14.6720,4.1776,0.1124
807.3000,14.6851,4.1969,0.1122
807.4000,14.6976,4.2164,0.1121
807.5000,14.7096,4.2361,0.1119
807.6000,14.7209,4.2559,0.1117
807.7000,14.7317,4.2758,0.1116
807.8000,14.7419,4.2959,0.1114
807.9000,14.7515,4.3161,0.1113
808.0000,14.7605,4.3364,0.1111
808.1000,14.7689,4.3569,0.1110
808.2000,14.7767,4.3775,0.1108
808.3000,14.7839,4.3982,0.1107
808.4000,14.7904,4.4190,0.1105
808.5000,14.7964,4.4400,0.1104
808.6000,14.8017,4.4612,0.1103
808.7000,14.8063,4.4824,0.1102
808.8000,14.8104,4.5037,0.1101
808.9000,14.8138,4.5252,0.1100
809.0000,14.8166,4.5468,0.1099
809.1000,14.8187,4.5685,0.1098
809.2000,14.8202,4.5903,0.1097
809.3000,14.8210,4.6123,0.1096
809.4000,14.8212,4.6343,0.1095
809.5000,14.8207,4.6564,0.1094
809.6000,14.8196,4.6787,0.1094
809.7000,14.8178,4.7010,0.1093
809.8000,14.8154,4.7235,0.1092
809.9000,14.8123,4.7460,0.1092
810.0000,14.8085,4.7686,0.1091
810.1000,14.8040,4.7913,0.1091
810.2000,14.7989,4.8141,0.1090
810.3000,14.7931,4.8370,0.1090
810.4000,14.7867,4.8600,0.1090
810.5000,14.7796,4.8830,0.1089
810.6000,14.7718,4.9061,0.1089
810.7000,14.7633,4.9293,0.1089
810.8000,14.7541,4.9526,0.1089
810.9000,14.7443,4.9759,0.1089
811.0000,14.7338,4.9992,0.1089
811.1000,14.7227,5.0226,0.1089
811.2000,14.7108,5.0461,0.1089
811.3000,14.6983,5.0696,0.1089
811.4000,14.6851,5.0932,0.1089
811.5000,14.6713,5.1168,0.1089
811.6000,14.6567,5.1404,0.1089
811.7000,14.6415,5.1641,0.1090
811.8000,14.6257,5.1878,0.1090
811.9000,14.6092,5.2115,0.1091
812.0000,14.5920,5.2353,0.1091
812.1000,14.5741,5.2591,0.1092
812.2000,14.5556,5.2828,0.1092
812.3000,14.5365,5.3066,0.1093
812.4000,14.5167,5.3304,0.1094
812.5000,14.4962,5.3542,0.1094
812.6000,14.4751,5.3780,0.1095
812.7000,14.4534,5.4017,0.1096
812.8000,14.4310,5.4255,0.1097
812.9000,14.4080,5.4492,0.1098
813.0000,14.3844,5.4729,0.1099
813.1000,14.3601,5.4966,0.1100
813.2000,14.3352,5.5202,0.1101
813.3000,14.3097,5.5438,0.1102
813.4000,14.2836,5.5674,0.1103
813.5000,14.2569,5.5909,0.1105
813.6000,14.2296,5.6144,0.1106
813.7000,14.2017,5.6378,0.1107
813.8000,14.1732,5.6611,0.1109
813.9000,14.1441,5.6844,0.1110
814.0000,14.1145,5.7076,0.1112
814.1000,14.0843,5.7307,0.1114
814.2000,14.0535,5.7538,0.1115
814.3000,14.0221,5.7767,0.1117
814.4000,13.9903,5.7996,0.1119
814.5000,13.9578,5.8224,0.1120
814.6000,13.9249,5.8450,0.1122
814.7000,13.8914,5.8676,0.1124
814.8000,13.8574,5.8901,0.1126
814.9000,13.8228,5.9124,0.1128
815.0000,13.7878,5.9346,0.1130
815.1000,13.7523,5.9567,0.1133
815.2000,13.7163,5.9786,0.1135
815.3000,13.6798,6.0004,0.1137
815.4000,13.6428,6.0221,0.1139
815.5000,13.6054,6.0436,0.1142
815.6000,13.5675,6.0650,0.1144
815.7000,13.5292,6.0862,0.1146
815.8000,13.4904,6.1072,0.1149
815.9000,13.4512,6.1281,0.1152
816.0000,13.4116,6.1488,0.1154
816.1000,13.3716,6.1694,0.1157
816.2000,13.3312,6.1897,0.1160
816.3000,13.2904,6.2099,0.1162
816.4000,13.2492,6.2299,0.1165
816.5000,13.2077,6.2496,0.1168
816.6000,13.1658,6.2692,0.1171
816.7000,13.1235,6.2886,0.1174
816.8000,13.0809,6.3078,0.1177
816.9000,13.0380,6.3267,0.1180
817.0000,12.9947,6.3455,0.1183
817.1000,12.9512,6.3640,0.1187
817.2000,12.9073,6.3823,0.1190
817.3000,12.8631,6.4003,0.1193
817.4000,12.8187,6.4182,0.1197
817.5000,12.7740,6.4357,0.1200
817.6000,12.7290,6.4531,0.1203
817.7000,12.6838,6.4702,0.1207
817.8000,12.6384,6.4870,0.1211
817.9000,12.5927,6.5036,0.1214
818.0000,12.5468,6.5200,0.1218
818.1000,12.5007,6.5360,0.1222
818.2000,12.4543,6.5519,0.1225
818.3000,12.4078,6.5674,0.1229
818.4000,12.3612,6.5827,0.1233
818.5000,12.3143,6.5977,0.1237
818.6000,12.2673,6.6124,0.1241
818.7000,12.2201,6.6268,0.1245
818.8000,12.1728,6.6410,0.1249
818.9000,12.1254,6.6549,0.1253
819.0000,12.0779,6.6684,0.1257
819.1000,12.0302,6.6817,0.1262
819.2000,11.9825,6.6947,0.1266
819.3000,11.9347,6.7074,0.1270
819.4000,11.8867,6.7198,0.1275
819.5000,11.8388,6.7319,0.1279
819.6000,11.7907,6.7437,0.1283
819.7000,11.7426,6.7552,0.1288
819.8000,11.6945,6.7664,0.1292
819.9000,11.6463,6.7773,0.1297
820.0000,11.5981,6.7878,0.1302
820.1000,11.5499,6.7981,0.1306
820.2000,11.5017,6.8080,0.1311
820.3000,11.4535,6.8176,0.1316
820.4000,11.4053,6.8269,0.1321
820.5000,11.3572,6.8359,0.1325
820.6000,11.3090,6.8446,0.1330
820.7000,11.2609,6.8529,0.1335
820.8000,11.2129,6.8610,0.1340
820.9000,11.1649,6.8687,0.1345
821.0000,11.1170,6.8760,0.1350
821.1000,11.0691,6.8831,0.1355
821.2000,11.0213,6.8898,0.1360
821.3000,10.9737,6.8962,0.1366
821.4000,10.9261,6.9023,0.1371
821.5000,10.8786,6.9081,0.1376
821.6000,10.8312,6.9135,0.1381
821.7000,10.7840,6.9186,0.1387
821.8000,10.7368,6.9234,0.1392
821.9000,10.6898,6.9278,0.1397
822.0000,10.6430,6.9320,0.1403
822.1000,10.5963,6.9358,0.1408
822.2000,10.5497,6.9393,0.1414
822.3000,10.5033,6.9424,0.1419
822.4000,10.4571,6.9453,0.1425
822.5000,10.4110,6.9478,0.1430
822.6000,10.3651,6.9500,0.1436
822.7000,10.3194,6.9519,0.1441
822.8000,10.2739,6.9534,0.1447
822.9000,10.2286,6.9547,0.1453
823.0000,10.1835,6.9556,0.1458
823.1000,10.1385,6.9562,0.1464
823.2000,10.0938,6.9565,0.1470
823.3000,10.0494,6.9565,0.1476
823.4000,10.0051,6.9562,0.1481
823.5000,9.9611,6.9555,0.1487
823.6000,9.9173,6.9546,0.1493
823.7000,9.8737,6.9533,0.1499
823.8000,9.8304,6.9518,0.1505
823.9000,9.7873,6.9499,0.1511
824.0000,9.7445,6.9478,0.1517
824.1000,9.7019,6.9453,0.1523
824.2000,9.6595,6.9426,0.1528
824.3000,9.6175,6.9395,0.1534
824.4000,9.5757,6.9362,0.1540
824.5000,9.5342,6.9326,0.1546
824.6000,9.4929,6.9287,0.1552
824.7000,9.4519,6.9245,0.1558
824.8000,9.4112,6.9200,0.1564
824.9000,9.3708,6.9153,0.1570
825.0000,9.3306,6.9102,0.1576
825.1000,9.2908,6.9049,0.1582
825.2000,9.2512,6.8993,0.1588
825.3000,9.2119,6.8935,0.1594
825.4000,9.1729,6.8874,0.1600
825.5000,9.1343,6.8810,0.1606
825.6000,9.0959,6.8744,0.1613
825.7000,9.0578,6.8675,0.1619
825.8000,9.0200,6.8603,0.1625
825.9000,8.9825,6.8529,0.1631
826.0000,8.9454,6.8452,0.1637
826.1000,8.9085,6.8373,0.1643
826.2000,8.8720,6.8292,0.1649
826.3000,8.8357,6.8208,0.1655
826.4000,8.7998,6.8122,0.1661
826.5000,8.7642,6.8033,0.1667
826.6000,8.7289,6.7942,0.1673
826.7000,8.6939,6.7849,0.1679
826.8000,8.6593,6.7754,0.1685
826.9000,8.6249,6.7656,0.1691
827.0000,8.5909,6.7556,0.1697
827.1000,8.5572,6.7454,0.1703
827.2000,8.5239,6.7350,0.1709
827.3000,8.4908,6.7244,0.1715
827.4000,8.4581,6.7136,0.1721
827.5000,8.4257,6.7025,0.1726
827.6000,8.3936,6.6913,0.1732
827.7000,8.3619,6.6799,0.1738
827.8000,8.3304,6.6683,0.1744
827.9000,8.2993,6.6565,0.1750
828.0000,8.2685,6.6445,0.1756
828.1000,8.2381,6.6323,0.1761
828.2000,8.2080,6.6199,0.1767
828.3000,8.1782,6.6074,0.1773
828.4000,8.1487,6.5947,0.1778
828.5000,8.1196,6.5818,0.1784
828.6000,8.0907,6.5688,0.1790
828.7000,8.0622,6.5555,0.1795
828.8000,8.0341,6.5422,0.1801
828.9000,8.0062,6.5286,0.1806
829.0000,7.9787,6.5150,0.1812
829.1000,7.9515,6.5011,0.1817
829.2000,7.9246,6.4871,0.1823
829.3000,7.8981,6.4730,0.1828
829.4000,7.8719,6.4587,0.1834
829.5000,7.8460,6.4443,0.1839
829.6000,7.8204,6.4298,0.1844
829.7000,7.7951,6.4151,0.1850
829.8000,7.7702,6.4003,0.1855
829.9000,7.7456,6.3854,0.1860
830.0000,7.7213,6.3703,0.1865
830.1000,7.6973,6.3552,0.1870
830.2000,7.6736,6.3399,0.1875
830.3000,7.6503,6.3245,0.1880
830.4000,7.6272,6.3090,0.1885
830.5000,7.6045,6.2934,0.1890
830.6000,7.5821,6.2776,0.1895
830.7000,7.5600,6.2618,0.1900
830.8000,7.5382,6.2459,0.1904
830.9000,7.5168,6.2299,0.1909
831.0000,7.4956,6.2138,0.1914
831.1000,7.4747,6.1976,0.1918
831.2000,7.4542,6.1813,0.1923
831.3000,7.4340,6.1649,0.1928
831.4000,7.4140,6.1485,0.1932
831.5000,7.3944,6.1319,0.1936
831.6000,7.3751,6.1153,0.1941
831.7000,7.3561,6.0986,0.1945
831.8000,7.3373,6.0819,0.1949
831.9000,7.3189,6.0651,0.1954
832.0000,7.3008,6.0482,0.1958
832.1000,7.2830,6.0312,0.1962
832.2000,7.2655,6.0142,0.1966
832.3000,7.2482,5.9972,0.1970
832.4000,7.2313,5.9800,0.1974
832.5000,7.2147,5.9629,0.1977
832.6000,7.1983,5.9456,0.1981
832.7000,7.1822,5.9284,0.1985
832.8000,7.1665,5.9110,0.1989
832.9000,7.1510,5.8937,0.1992
833.0000,7.1358,5.8763,0.1996
833.1000,7.1209,5.8589,0.1999
833.2000,7.1063,5.8414,0.2003
833.3000,7.0919,5.8239,0.2006
833.4000,7.0779,5.8063,0.2009
833.5000,7.0641,5.7888,0.2012
833.6000,7.0506,5.7712,0.2016
833.7000,7.0374,5.7536,0.2019
833.8000,7.0244,5.7359,0.2022
833.9000,7.0118,5.7183,0.2025
834.0000,6.9994,5.7006,0.2027
834.1000,6.9872,5.6829,0.2030
834.2000,6.9754,5.6652,0.2033
834.3000,6.9638,5.6475,0.2036
834.4000,6.9525,5.6298,0.2038
834.5000,6.9415,5.6120,0.2041
834.6000,6.9307,5.5943,0.2043
834.7000,6.9202,5.5766,0.2046
834.8000,6.9099,5.5588,0.2048
834.9000,6.9000,5.5411,0.2050
835.0000,6.8902,5.5233,0.2052
835.1000,6.8808,5.5056,0.2055
835.2000,6.8716,5.4878,0.2057
835.3000,6.8627,5.4701,0.2059
835.4000,6.8540,5.4524,0.2060
835.5000,6.8456,5.4347,0.2062
835.6000,6.8374,5.4170,0.2064
835.7000,6.8295,5.3993,0.2066
835.8000,6.8218,5.3816,0.2067
835.9000,6.8144,5.3640,0.2069
836.0000,6.8073,5.3463,0.2070
836.1000,6.8003,5.3287,0.2072
836.2000,6.7937,5.3111,0.2073
836.3000,6.7873,5.2936,0.2074
836.4000,6.7811,5.2760,0.2076
836.5000,6.7752,5.2585,0.2077
836.6000,6.7695,5.2410,0.2078
836.7000,6.7641,5.2236,0.2079
836.8000,6.7589,5.2061,0.2080
836.9000,6.7539,5.1887,0.2080
837.0000,6.7492,5.1714,0.2081
837.1000,6.7448,5.1540,0.2082
837.2000,6.7405,5.1367,0.2082
837.3000,6.7365,5.1195,0.2083
837.4000,6.7328,5.1023,0.2083
837.5000,6.7292,5.0851,0.2084
837.6000,6.7259,5.0679,0.2084
837.7000,6.7229,5.0508,0.2084
837.8000,6.7201,5.0338,0.2085
837.9000,6.7175,5.0168,0.2085
838.0000,6.7151,4.9998,0.2085
838.1000,6.7130,4.9829,0.2085
838.2000,6.7111,4.9660,0.2085
838.3000,6.7094,4.9492,0.2084
838.4000,6.7079,4.9324,0.2084
838.5000,6.7067,4.9157,0.2084
838.6000,6.7057,4.8990,0.2083
838.7000,6.7049,4.8824,0.2083
838.8000,6.7043,4.8658,0.2082
838.9000,6.7040,4.8493,0.2082
839.0000,6.7039,4.8328,0.2081
839.1000,6.7040,4.8164,0.2080
839.2000,6.7043,4.8001,0.2080
839.3000,6.7049,4.7838,0.2079
839.4000,6.7056,4.7676,0.2078
839.5000,6.7066,4.7514,0.2077
839.6000,6.7078,4.7353,0.2076
839.7000,6.7092,4.7192,0.2075
839.8000,6.7108,4.7032,0.2073
839.9000,6.7127,4.6873,0.2072
840.0000,6.7147,4.6714,0.2071
840.1000,6.7170,4.6556,0.2069
840.2000,6.7194,4.6399,0.2068
840.3000,6.7221,4.6242,0.2066
840.4000,6.7250,4.6086,0.2065
840.5000,6.7281,4.5931,0.2063
840.6000,6.7315,4.5776,0.2062
840.7000,6.7350,4.5622,0.2060
840.8000,6.7387,4.5469,0.2058
840.9000,6.7427,4.5316,0.2056
841.0000,6.7468,4.5165,0.2054
841.1000,6.7512,4.5013,0.2052
841.2000,6.7557,4.4863,0.2050
841.3000,6.7605,4.4713,0.2048
841.4000,6.7654,4.4564,0.2046
841.5000,6.7706,4.4416,0.2043
841.6000,6.7760,4.4268,0.2041
841.7000,6.7815,4.4121,0.2039
841.8000,6.7873,4.3975,0.2036
841.9000,6.7933,4.3830,0.2034
842.0000,6.7995,4.3685,0.2031
842.1000,6.8058,4.3541,0.2029
842.2000,6.8124,4.3398,0.2026
842.3000,6.8192,4.3256,0.2023
842.4000,6.8262,4.3114,0.2021
842.5000,6.8333,4.2973,0.2018
842.6000,6.8407,4.2833,0.2015
842.7000,6.8483,4.2694,0.2012
842.8000,6.8560,4.2556,0.2009
842.9000,6.8640,4.2418,0.2006
843.0000,6.8721,4.2281,0.2003
843.1000,6.8805,4.2145,0.2000
843.2000,6.8890,4.2010,0.1997
843.3000,6.8978,4.1875,0.1993
843.4000,6.9067,4.1741,0.1990
843.5000,6.9158,4.1609,0.1987
843.6000,6.9251,4.1477,0.1983
843.7000,6.9346,4.1345,0.1980
843.8000,6.9443,4.1215,0.1977
843.9000,6.9542,4.1085,0.1973
844.0000,6.9643,4.0957,0.1970
844.1000,6.9745,4.0829,0.1966
844.2000,6.9850,4.0701,0.1962
844.3000,6.9956,4.0575,0.1959
844.4000,7.0065,4.0450,0.1955
844.5000,7.0175,4.0325,0.1951
844.6000,7.0287,4.0201,0.1947
844.7000,7.0401,4.0078,0.1944
844.8000,7.0517,3.9956,0.1940
844.9000,7.0635,3.9835,0.1936
845.0000,7.0754,3.9715,0.1932
845.1000,7.0876,3.9595,0.1928
